user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,primary_game_at_first_stay,experiment_type,TM_ADT,adt_jump_L24_to_L12,adt_jump_L12_to_TM,eligible_for_host
A41753,1,Prime,22,Pasay,246.0,51 - 60,1,1,0,1,0.181,0.0,0.0,0.181,314,0,0,314,36,0,0,36,2,2,1,1,0,0,1,0,0,1,1444,0,0,801,39,0,15,38,1,4,4,1,1,2,0,5.164,0.278,1.266,1.134,6650,1427,423,1553,656,4374,345,38,2,306,29,1,0,SLOT,ETG_CROSS_SELL,314.0,False,True,False
A41832,1,Elite,84,Makati_BGC,51.0,Above 60,1,1,0,1,1.361,1.361,0.0,0.0,1221,1221,0,0,219,219,0,0,1,1,0,0,0,1,3,3,0,0,2264,2264,0,0,219,219,0,0,0,5,6,0,1,2,3,10.797,10.797,0.0,0.0,11119,11119,0,0,255,255,0,0,1,1210,219,1,1,SLOT,ETG_CROSS_SELL,1221.0,False,True,False
A41860,1,Prime,3,QC,240.6,31 - 40,1,1,0,1,0.163,0.0,0.163,0.0,87,0,87,0,510,0,510,0,2,2,1,1,0,0,1,0,0,0,995,114,15,203,334,2187,161,35,1,3,4,2,2,0,0,2.34,0.391,0.573,0.083,2311,728,58,203,527,1185,176,35,1,87,510,1,0,SLOT,ETG_CROSS_SELL,87.0,False,False,False
A41902,1,Prime,19,Makati_BGC,57.6,21 - 30,1,1,1,0,0.408,0.0,0.408,0.0,394,0,394,0,744,0,744,0,2,2,1,0,0,1,4,0,2,0,7522,218,3616,0,1046,979,1055,0,0,9,11,4,2,4,1,15.275,3.799,2.682,2.004,25262,8633,4316,1034,763,997,974,12,2,394,744,1,0,SLOT,ETG_CROSS_SELL,394.0,False,False,False
A42077,1,Prime,10,Pasay,224.4,21 - 30,1,1,0,1,0.48,0.0,0.48,0.0,146,0,146,0,292,0,292,0,1,2,1,1,0,0,1,0,1,0,671,0,671,0,698,0,698,0,0,2,4,3,1,0,0,13.663,1.204,4.61,0.487,20086,2083,5293,1298,724,437,945,54,1,146,292,1,0,SLOT,ETG_CROSS_SELL,146.0,False,False,False
A42186,1,Prime,20,Mandaluyong_Pasig,98.4,Above 60,1,1,0,1,1.483,0.0,0.0,1.483,292,0,0,292,3,0,0,3,1,1,0,0,1,0,2,0,0,2,612,0,0,612,13,0,0,13,0,2,2,1,0,1,0,2.15,0.0,0.0,2.15,685,0,0,685,12,0,0,12,2,292,0,1,1,SLOT,ETG_CROSS_SELL,292.0,True,False,False
A42201,1,Prime,74,Ortigas,0.0,21 - 30,1,1,0,1,2.04,0.798,0.222,0.0,2980,1432,58,0,913,1094,262,0,2,2,0,0,2,0,2,1,0,0,5306,2508,131,14,1462,2187,450,12,0,9,11,1,2,6,2,24.051,8.035,4.563,0.349,42285,24008,1327,487,740,1087,330,34,1,2974,904,1,2,SLOT,ETG_CROSS_SELL,2980.0,False,True,False
A42213,1,Elite,83,Manila,0.0,31 - 40,1,1,1,0,1.877,0.0,1.877,0.0,1210,0,1210,0,444,0,444,0,1,2,2,0,0,0,3,0,3,0,1531,0,1531,0,424,0,424,0,0,2,4,4,0,0,0,7.075,0.0,7.075,0.0,3776,0,3776,0,374,0,374,0,3,1210,437,1,1,SLOT,ETG_CROSS_SELL,1210.0,False,False,False
A42285,1,Prime,134,Makati_BGC,50.4,51 - 60,1,1,1,0,2.223,0.0,0.0,2.223,1954,0,0,1954,26,0,0,26,1,1,0,0,1,0,2,0,0,2,2100,0,0,2100,33,0,0,33,0,3,3,1,0,2,0,11.503,0.0,0.0,11.503,12606,0,0,12606,35,0,0,35,1,1954,15,1,2,SLOT,ETG_CROSS_SELL,1954.0,False,False,False
A42286,2,Prime,26,Others,0.0,51 - 60,1,2,0,2,1.317,0.0,0.0,1.317,744,0,0,744,16,0,0,16,2,2,1,0,0,1,4,0,0,4,1968,0,0,1968,10,0,0,10,1,2,2,1,0,0,1,3.969,0.0,0.0,3.969,1968,0,0,1968,10,0,0,10,1,744,15,2,1,SLOT,ETG_CROSS_SELL,372.0,True,False,False
A42362,2,Prime,83,Pasay,297.0,41 - 50,1,2,2,0,3.837,0.0,3.837,0.0,2406,0,2406,0,406,0,406,0,1,2,2,0,0,0,7,0,2,1,5997,0,1021,1978,238,0,375,36,1,3,6,6,0,0,0,25.228,0.0,6.053,9.109,17692,0,2624,9454,206,0,397,29,1,2406,394,2,3,SLOT,ETG_CROSS_SELL,1203.0,False,False,False
A42431,2,Prime,39,Pasay,307.8,31 - 40,1,2,2,0,1.196,1.196,0.0,0.0,1134,1134,0,0,1094,1094,0,0,1,1,1,0,0,0,1,1,0,0,1090,1090,0,0,1094,1094,0,0,0,1,1,1,0,0,0,0.864,0.864,0.0,0.0,1090,1090,0,0,1094,1094,0,0,1,1123,1094,2,1,SLOT,ETG_CROSS_SELL,567.0,True,True,True
A42580,2,Prime,199,QC,333.6,41 - 50,1,2,1,1,2.963,2.963,0.0,0.0,5801,5801,0,0,451,451,0,0,1,1,0,0,1,0,2,2,0,0,3260,3260,0,0,547,547,0,0,0,2,4,3,0,1,0,7.511,7.511,0.0,0.0,16832,16832,0,0,504,504,0,0,2,5788,437,2,2,SLOT,ETG_CROSS_SELL,2900.5,False,True,False
A42668,1,Prime,56,Pasay,182.4,41 - 50,1,1,0,1,0.441,0.441,0.0,0.0,814,814,0,0,437,437,0,0,1,1,0,0,0,1,1,1,0,0,4126,4126,0,0,6561,6561,0,0,0,3,3,1,0,1,1,1.407,1.407,0.0,0.0,6122,6122,0,0,2811,2811,0,0,3,802,437,1,0,SLOT,ETG_CROSS_SELL,814.0,True,True,True
A42696,3,Prime,25,QC,155.4,Above 60,1,3,2,1,3.186,0.0,0.0,3.186,1083,0,0,1083,9,0,0,9,1,1,1,0,0,0,4,0,0,4,958,0,0,958,7,0,0,7,0,3,5,3,2,0,0,12.78,0.0,0.368,10.238,3162,0,29,2601,14,0,146,6,1,1079,0,3,3,SLOT,ETG_CROSS_SELL,361.0,False,True,False
A42752,1,Premium,121,Pasay,297.0,51 - 60,1,1,0,1,0.048,0.0,0.048,0.0,29,0,29,0,510,0,510,0,2,2,1,0,0,1,1,0,0,1,525,0,0,525,31,0,0,31,2,2,2,1,0,0,1,0.578,0.0,0.0,0.578,525,0,0,525,31,0,0,31,2,29,510,1,0,SLOT,ETG_CROSS_SELL,29.0,True,False,False
A42878,1,Prime,7,QC,155.4,21 - 30,1,1,1,0,0.124,0.0,0.0,0.124,100,0,0,100,15,0,0,15,1,1,0,0,0,1,0,0,0,0,94,0,0,94,36,0,0,36,0,6,8,2,0,4,2,5.191,2.016,0.82,0.602,10447,6948,190,619,462,629,297,36,2,87,15,1,0,SLOT,ETG_CROSS_SELL,100.0,False,True,False
A42965,3,Prime,186,Others,0.0,41 - 50,1,3,3,0,4.87,4.87,0.0,0.0,8141,8141,0,0,385,385,0,0,1,2,0,1,1,0,3,3,0,0,2897,2897,0,0,303,303,0,0,0,2,5,3,1,1,0,5.719,5.719,0.0,0.0,8160,8160,0,0,378,378,0,0,2,8136,379,3,4,SLOT,ETG_CROSS_SELL,2713.6666666666665,False,True,False
A42983,1,Prime,23,Pasay,136.8,41 - 50,1,1,1,0,0.542,0.0,0.0,0.542,338,0,0,338,25,0,0,25,1,1,1,0,0,0,1,0,0,1,1273,0,0,1273,41,0,0,41,0,3,4,4,0,0,0,1.745,0.0,0.0,1.745,2562,0,0,2562,32,0,0,32,4,335,15,1,0,SLOT,ETG_CROSS_SELL,338.0,False,True,False
A43073,2,Prime,6,Pasay,136.8,41 - 50,1,2,2,0,0.071,0.0,0.0,0.071,176,0,0,176,45,0,0,45,1,1,1,0,0,0,1,0,0,1,843,0,0,843,25,0,0,25,0,5,11,8,1,2,0,7.035,1.783,0.0,2.998,10667,3093,0,4023,555,1094,0,25,2,175,44,2,0,SLOT,ETG_CROSS_SELL,88.0,False,True,False
A43139,1,Elite,10,Makati_BGC,46.2,Above 60,1,1,1,0,0.131,0.0,0.131,0.0,44,0,44,0,292,0,292,0,2,2,0,0,1,1,1,0,1,0,437,0,437,0,283,0,283,0,0,15,16,3,0,9,4,35.346,7.35,14.871,0.066,51834,27738,6634,58,1042,2611,322,29,1,44,292,1,0,SLOT,ETG_CROSS_SELL,44.0,False,False,False
A432,6,Premium,653,Makati_BGC,57.6,Above 60,3,6,1,5,26.244,26.244,0.0,0.0,57154,57154,0,0,2935,2935,0,0,1,2,0,0,1,1,12,12,0,0,17348,17348,0,0,2409,2409,0,0,0,5,8,5,0,2,1,45.759,45.759,0.0,0.0,81280,81280,0,0,3212,3212,0,0,10,19041,977,2,8,SLOT,ETG_CROSS_SELL,9525.666666666666,False,True,False
A43334,1,Prime,3,Pasay,246.0,41 - 50,1,1,1,0,0.106,0.0,0.106,0.0,44,0,44,0,331,0,331,0,1,1,0,0,1,0,1,0,1,0,248,0,248,0,455,0,455,0,0,3,3,1,0,1,1,0.782,0.0,0.531,0.251,470,0,248,222,320,0,455,33,6,44,321,1,0,SLOT,ETG_CROSS_SELL,44.0,False,False,False
A43421,1,Elite,203,QC,202.8,31 - 40,1,1,0,1,1.151,1.151,0.0,0.0,2967,2967,0,0,1094,1094,0,0,1,1,0,0,1,0,0,0,0,0,394,394,0,0,1094,1094,0,0,0,10,11,1,3,7,0,25.5,20.756,1.597,0.75,56674,44747,860,4690,1324,1487,578,104,5,2960,1094,1,1,SLOT,ETG_CROSS_SELL,2967.0,False,True,False
A43547,1,Prime,209,QC,307.8,Above 60,1,1,1,0,3.2,3.2,0.0,0.0,3053,3053,0,0,219,219,0,0,1,1,1,0,0,0,2,2,0,0,2988,2988,0,0,437,437,0,0,0,3,3,2,1,0,0,7.9,3.664,0.336,0.516,15744,9789,29,326,378,568,146,17,4,3047,219,1,3,SLOT,ETG_CROSS_SELL,3053.0,False,True,False
A43591,1,Prime,8,Pasay,307.8,21 - 30,1,1,1,0,0.666,0.0,0.0,0.666,118,0,0,118,21,0,0,21,1,1,0,0,1,0,0,0,0,0,73,0,0,73,22,0,0,22,0,4,5,1,1,3,0,2.671,0.0,0.0,2.671,1180,0,0,1180,21,0,0,21,1,117,15,1,0,SLOT,ETG_CROSS_SELL,118.0,False,True,False
A43625,1,Prime,551,Pasay,297.0,Above 60,1,1,1,0,1.516,0.743,0.015,0.0,3872,1921,15,0,443,437,729,0,2,2,0,2,0,0,8,8,0,0,17083,17083,0,0,437,437,0,0,0,4,4,1,3,0,0,11.796,11.796,0.0,0.0,23289,23289,0,0,437,437,0,0,2,3864,437,1,1,SLOT,ETG_CROSS_SELL,3872.0,True,True,True
A43667,1,Prime,10,Makati_BGC,46.2,31 - 40,1,1,1,0,0.326,0.0,0.326,0.0,146,0,146,0,848,0,848,0,1,1,1,0,0,0,1,0,1,0,889,0,889,0,569,0,569,0,1,2,2,2,0,0,0,1.672,0.0,1.672,0.0,962,0,962,0,538,0,538,0,1,146,846,1,0,SLOT,ETG_CROSS_SELL,146.0,True,False,False
A43745,3,Prime,168,Pasay,101.4,Above 60,3,3,3,0,3.532,3.532,0.0,0.0,7327,7327,0,0,476,476,0,0,1,1,1,0,0,0,1,1,0,0,1539,1539,0,0,547,547,0,0,1,3,3,2,0,1,0,1.768,1.768,0.0,0.0,3255,3255,0,0,491,491,0,0,5,2435,146,1,1,SLOT,ETG_CROSS_SELL,2442.3333333333335,False,True,False
A43749,2,Prime,244,Pasay,297.0,41 - 50,1,2,0,2,11.577,8.739,0.392,0.0,11692,8549,554,0,328,224,1755,0,2,2,1,0,0,1,4,0,4,0,15586,0,15586,0,3581,0,3581,0,1,2,2,1,0,0,1,4.39,0.0,4.39,0.0,15586,0,15586,0,3581,0,3581,0,1,11679,321,2,11,SLOT,ETG_CROSS_SELL,5846.0,True,True,True
A43768,2,Prime,45,Pasay,97.8,Above 60,2,2,2,0,0.832,0.832,0.0,0.0,1299,1299,0,0,1192,1192,0,0,1,1,1,0,0,0,1,1,0,0,960,960,0,0,1445,1445,0,0,0,2,2,2,0,0,0,1.189,1.189,0.0,0.0,3062,3062,0,0,2194,2194,0,0,3,642,583,1,0,SLOT,ETG_CROSS_SELL,649.5,False,True,False
A43816,3,Prime,46,QC,155.4,41 - 50,1,3,3,0,1.492,0.0,0.0,1.492,2028,0,0,2028,26,0,0,26,1,2,1,0,0,1,2,0,0,2,2574,0,0,2574,33,0,0,33,0,4,7,6,0,0,1,6.228,0.0,0.0,6.228,8606,0,0,8606,34,0,0,34,3,2027,15,3,1,SLOT,ETG_CROSS_SELL,676.0,False,True,False
A43823,1,Prime,368,Manila,0.0,31 - 40,1,3,0,3,8.289,0.0,0.0,8.289,16081,0,0,16081,27,0,0,27,2,2,0,1,0,1,9,0,0,6,13639,0,146,9074,64,0,306,33,1,3,5,2,1,0,2,18.703,0.0,0.485,15.265,26139,0,146,21574,44,0,306,28,1,16067,15,3,8,SLOT,ETG_CROSS_SELL,5360.333333333333,False,True,False
A4389,2,Elite,100,Pasay,154.8,41 - 50,1,2,0,2,2.797,0.0,0.0,2.797,2928,0,0,2928,37,0,0,37,1,1,1,0,0,0,2,0,0,2,3346,0,0,3346,53,0,0,53,0,5,6,3,0,1,2,7.453,0.0,0.0,7.453,11204,0,0,11204,48,0,0,48,4,2916,29,2,2,SLOT,ETG_CROSS_SELL,1464.0,False,True,False
A43902,1,Elite,718,Pasay,182.4,51 - 60,1,1,1,0,10.178,2.374,2.715,0.0,20940,4478,5992,0,1408,437,2257,0,1,1,1,0,0,0,0,0,0,0,1648,0,1648,0,6020,0,6020,0,1,18,21,9,8,2,2,88.335,4.602,49.336,0.0,237859,6051,141543,0,2579,336,2838,0,11,20937,1400,1,10,SLOT,ETG_CROSS_SELL,20940.0,False,True,False
A43990,1,Prime,28,Pasay,96.6,41 - 50,1,1,0,1,0.379,0.379,0.0,0.0,407,407,0,0,219,219,0,0,1,2,2,0,0,0,2,2,0,0,2491,2491,0,0,437,437,0,0,1,1,2,2,0,0,0,1.593,1.593,0.0,0.0,2491,2491,0,0,437,437,0,0,2,394,219,1,0,SLOT,ETG_CROSS_SELL,407.0,True,True,True
A44133,1,Elite,811,QC,262.8,41 - 50,1,1,1,0,11.072,0.0,0.136,5.4,47318,0,146,23513,72,0,1166,45,1,1,1,0,0,0,6,0,0,3,21789,0,190,10705,114,0,1108,51,0,3,3,3,0,0,0,14.257,0.0,0.19,10.855,45454,0,190,34370,75,0,1108,45,1,47312,58,1,11,SLOT,ETG_CROSS_SELL,47318.0,False,True,False
A44221,2,Prime,643,Pasay,119.4,51 - 60,1,2,2,0,6.084,0.0,6.084,0.0,18750,0,18750,0,2502,0,2502,0,1,1,1,0,0,0,2,0,2,0,1400,0,1400,0,570,0,570,0,0,5,7,7,0,0,0,25.112,7.078,11.535,0.0,32911,12897,12101,0,636,437,884,0,1,18750,2493,2,6,SLOT,ETG_CROSS_SELL,9375.0,False,False,False
A44226,2,Prime,175,QC,133.8,41 - 50,1,2,1,1,2.649,2.649,0.0,0.0,3358,3358,0,0,288,288,0,0,2,2,1,0,0,1,4,4,0,0,7353,7353,0,0,492,492,0,0,3,4,4,1,0,0,3,6.074,5.724,0.35,0.0,9209,9107,102,0,386,392,292,0,3,3353,277,2,2,SLOT,ETG_CROSS_SELL,1679.0,True,True,True
A44236,2,Elite,16,Manila,0.0,31 - 40,1,2,1,1,0.505,0.0,0.0,0.505,475,0,0,475,44,0,0,44,1,2,0,0,1,1,6,0,1,2,7864,0,773,4164,197,0,496,35,0,3,6,4,0,1,1,17.656,0.0,1.104,13.702,17179,0,773,13260,80,0,453,25,1,467,29,2,0,SLOT,ETG_CROSS_SELL,237.5,False,True,False
A44244,2,Elite,38,Manila,0.0,31 - 40,1,2,1,1,1.256,0.0,0.0,1.256,1096,0,0,1096,26,0,0,26,1,2,0,0,1,1,7,0,1,3,6578,0,510,3395,113,0,290,35,0,3,6,4,0,1,1,20.226,0.0,1.035,16.702,23609,0,510,20426,57,0,290,29,1,1094,15,2,1,SLOT,ETG_CROSS_SELL,548.0,False,True,False
A44536,2,Prime,77,Pasay,182.4,31 - 40,1,2,0,2,1.271,0.485,0.0,0.786,1931,1119,0,811,228,547,0,31,2,2,1,0,1,0,1,1,0,0,2092,2092,0,0,463,463,0,0,0,4,4,1,0,3,0,2.453,2.453,0.0,0.0,5614,5614,0,0,660,660,0,0,2,1925,219,2,1,SLOT,ETG_CROSS_SELL,965.5,False,True,False
A44558,1,Prime,3,Pasay,116.4,21 - 30,1,1,0,1,0.066,0.0,0.0,0.066,54,0,0,54,27,0,0,27,2,2,0,0,1,1,0,0,0,0,44,0,44,0,487,0,487,0,2,5,5,2,0,2,1,1.206,0.0,0.635,0.193,729,0,394,73,367,0,514,0,7,44,15,1,0,SLOT,ETG_CROSS_SELL,54.0,False,True,False
A44620,1,Elite,26,Manila,0.0,41 - 50,1,1,0,1,0.144,0.0,0.0,0.144,379,0,0,379,58,0,0,58,1,1,0,1,0,0,1,0,0,1,2216,0,0,2216,44,0,0,44,0,2,3,2,1,0,0,9.794,0.0,0.454,5.986,14236,0,73,9932,84,0,473,45,2,379,58,1,0,SLOT,ETG_CROSS_SELL,379.0,False,False,False
A44706,3,Elite,68,Pasay,297.0,41 - 50,1,3,3,0,5.193,0.0,0.648,2.065,5630,0,787,2169,307,0,1116,39,1,2,2,0,0,0,10,0,2,3,21849,0,1808,9116,352,0,643,97,0,2,5,5,0,0,0,22.31,0.0,8.005,4.539,29838,0,4505,11026,386,0,533,150,1,5628,306,3,5,SLOT,ETG_CROSS_SELL,1876.6666666666667,True,True,True
A44765,1,Prime,69,Pasay,297.0,21 - 30,1,1,1,0,1.322,0.425,0.236,0.0,2106,980,73,0,453,437,481,0,2,2,1,0,1,0,2,0,2,0,1021,0,1021,0,696,0,696,0,1,3,3,2,0,1,0,2.486,0.0,2.486,0.0,1181,0,1181,0,644,0,644,0,1,2100,452,1,1,SLOT,ETG_CROSS_SELL,2106.0,True,True,True
A44774,1,Prime,176,QC,240.6,31 - 40,1,1,0,1,1.122,1.122,0.0,0.0,2568,2568,0,0,1094,1094,0,0,1,2,0,1,1,0,5,2,0,0,15108,7507,0,47,682,703,0,28,1,1,2,0,1,1,0,4.726,2.292,0.0,0.071,15108,7507,0,47,682,703,0,28,1,2566,1094,1,1,SLOT,ETG_CROSS_SELL,2568.0,True,True,True
A44847,1,Prime,22,QC,230.4,51 - 60,1,1,0,1,0.786,0.0,0.0,0.786,322,0,0,322,11,0,0,11,1,2,1,1,0,0,3,0,1,1,1677,0,58,802,42,0,150,11,0,5,11,5,3,1,2,18.755,0.0,0.628,16.609,10818,0,58,9943,14,0,150,8,6,321,0,1,0,SLOT,ETG_CROSS_SELL,322.0,False,True,False
A44903,2,Prime,111,Pasay,307.8,31 - 40,1,2,0,2,4.274,2.825,0.0,0.456,5723,3233,0,930,468,566,0,57,2,2,1,0,0,1,1,1,0,0,1392,1392,0,0,1016,1016,0,0,0,3,3,2,0,0,1,2.316,0.967,0.0,0.608,4191,2001,0,790,424,937,0,15,2,5715,467,2,4,SLOT,ETG_CROSS_SELL,2861.5,False,True,False
A45044,2,Prime,28,Makati_BGC,52.2,21 - 30,1,2,2,0,0.84,0.84,0.0,0.0,814,814,0,0,219,219,0,0,1,1,0,0,0,1,1,1,0,0,2453,2453,0,0,1044,1044,0,0,1,3,3,1,0,1,1,2.567,2.567,0.0,0.0,3957,3957,0,0,619,619,0,0,2,802,219,2,0,SLOT,ETG_CROSS_SELL,407.0,False,True,False
A45160,1,Prime,38,Makati_BGC,52.8,21 - 30,1,1,0,1,0.363,0.0,0.0,0.363,337,0,0,337,23,0,0,23,2,2,1,0,0,1,1,0,0,1,775,0,15,760,66,0,365,27,1,3,3,2,0,0,1,1.098,0.0,0.127,0.971,775,0,15,760,66,0,365,27,1,335,15,1,0,SLOT,ETG_CROSS_SELL,337.0,True,True,True
A45209,1,Elite,53,Pasay,96.6,Above 60,1,1,1,0,1.363,0.0,0.0,1.363,778,0,0,778,13,0,0,13,1,1,1,0,0,0,1,0,0,1,744,0,0,744,29,0,0,29,1,1,1,1,0,0,0,0.716,0.0,0.0,0.716,744,0,0,744,29,0,0,29,3,773,0,1,1,SLOT,ETG_CROSS_SELL,778.0,True,True,True
A45338,2,Prime,96,QC,155.4,31 - 40,1,2,1,1,3.346,0.0,0.585,1.194,5420,0,292,2514,139,0,312,43,1,1,1,0,0,0,0,0,0,0,44,0,0,44,58,0,0,58,0,5,9,6,0,0,3,7.331,0.577,1.811,3.178,12670,1001,1677,6727,407,1094,620,39,1,5409,131,2,3,SLOT,ETG_CROSS_SELL,2710.0,False,True,False
A45430,1,Prime,128,QC,202.8,31 - 40,1,1,0,1,2.803,0.0,0.0,2.803,3719,0,0,3719,24,0,0,24,1,2,0,0,1,1,2,0,0,2,5129,0,0,5129,48,0,0,48,0,5,9,2,0,3,4,7.27,0.0,0.341,5.853,14405,0,73,12616,63,0,219,47,2,3718,15,1,2,SLOT,ETG_CROSS_SELL,3719.0,False,True,False
A45571,1,Prime,4,Makati_BGC,57.6,31 - 40,1,1,0,1,0.211,0.0,0.211,0.0,15,0,15,0,190,0,190,0,2,2,0,0,0,2,1,0,0,1,233,0,0,233,0,0,0,0,0,5,7,2,1,1,3,10.838,0.0,0.277,6.665,3541,0,44,2170,14,0,171,5,2,15,190,1,0,SLOT,ETG_CROSS_SELL,15.0,False,False,False
A45652,1,Prime,28,Pasay,154.8,51 - 60,1,1,1,0,0.268,0.268,0.0,0.0,802,802,0,0,547,547,0,0,2,2,0,0,0,2,0,0,0,0,1012,1000,0,12,469,547,0,15,0,14,16,3,0,1,12,4.783,1.531,0.0,3.027,5192,4170,0,875,209,631,0,6,2,787,539,1,0,SLOT,ETG_CROSS_SELL,802.0,False,True,False
A45669,1,Prime,56,Makati_BGC,57.6,51 - 60,1,1,1,0,0.806,0.806,0.0,0.0,902,902,0,0,547,547,0,0,2,2,2,0,0,0,2,2,0,0,6509,6509,0,0,891,891,0,0,2,2,2,2,0,0,0,2.464,2.464,0.0,0.0,6509,6509,0,0,891,891,0,0,2,889,539,1,0,SLOT,ETG_CROSS_SELL,902.0,True,True,True
A45730,1,Maharlika,161,Makati_BGC,52.2,51 - 60,1,1,0,1,2.365,0.0,2.365,0.0,12116,0,12116,0,4126,0,4126,0,2,2,2,0,0,0,0,0,0,0,29,0,15,0,189,0,293,15,74,6,6,3,0,1,2,8.597,0.0,4.887,0.209,58203,0,33607,233,6252,0,6241,58,105,12116,4126,1,2,SLOT,ETG_CROSS_SELL,12116.0,False,False,False
A45830,3,Prime,270,Pasay,297.0,Above 60,1,3,3,0,7.81,7.81,0.0,0.0,12858,12858,0,0,986,986,0,0,2,2,2,0,0,0,3,3,0,0,5194,5194,0,0,1063,1063,0,0,0,4,7,5,1,0,1,14.102,14.102,0.0,0.0,30644,30644,0,0,1349,1349,0,0,2,12845,977,3,7,SLOT,ETG_CROSS_SELL,4286.0,False,True,False
A45835,1,Prime,103,Pasay,154.8,21 - 30,1,1,0,1,0.322,0.0,0.322,0.0,2070,0,2070,0,8369,0,8369,0,2,2,0,1,1,0,1,0,1,0,4534,0,4534,0,9042,0,9042,0,1,2,2,0,1,1,0,0.742,0.0,0.742,0.0,4534,0,4534,0,9042,0,9042,0,1,2070,8369,1,0,SLOT,ETG_CROSS_SELL,2070.0,True,False,False
A45910,1,Prime,1,QC,269.4,21 - 30,1,1,0,1,0.038,0.0,0.0,0.038,13,0,0,13,128,0,0,128,1,1,1,0,0,0,0,0,0,0,131,0,131,0,248,0,248,0,4,3,5,1,0,2,2,6.187,3.028,1.563,0.062,4322,3349,437,20,568,881,244,13,9,0,117,1,0,SLOT,ETG_CROSS_SELL,13.0,False,True,False
A45914,2,Prime,88,Pasay,224.4,31 - 40,1,2,1,1,2.031,0.0,2.031,0.0,2493,0,2493,0,730,0,730,0,2,2,1,0,0,1,2,0,2,0,1545,0,1545,0,557,0,557,0,1,5,9,7,1,0,1,5.957,0.013,5.844,0.0,3470,22,3353,0,641,2916,627,0,2,2493,729,2,2,SLOT,ETG_CROSS_SELL,1246.5,False,False,False
A45950,1,Prime,1,Makati_BGC,57.6,21 - 30,1,1,1,0,0.069,0.0,0.0,0.069,17,0,0,17,46,0,0,46,1,2,0,0,1,1,1,0,1,0,178,0,160,18,363,0,415,25,1,2,3,1,0,1,1,0.866,0.0,0.509,0.357,279,0,160,118,252,0,415,17,2,15,44,1,0,SLOT,ETG_CROSS_SELL,17.0,True,True,True
A46178,2,Prime,54,Makati_BGC,75.6,21 - 30,1,2,1,1,3.334,0.0,3.334,0.0,1560,0,1560,0,440,0,440,0,1,1,0,0,1,0,1,0,1,0,1162,333,248,0,363,437,348,0,1,3,4,1,0,2,1,5.61,0.129,4.744,0.0,2445,333,1531,0,359,437,356,0,4,1560,437,2,3,SLOT,ETG_CROSS_SELL,780.0,False,False,False
A46196,2,Prime,240,Pasay,297.0,41 - 50,1,2,1,1,4.134,0.0,0.004,3.245,9083,0,0,6989,42,0,15,42,1,2,1,0,0,1,2,0,0,2,5338,0,0,5338,132,0,0,132,0,3,6,4,0,0,2,6.678,0.0,0.0,6.678,13522,0,0,13522,102,0,0,102,2,9069,29,2,4,SLOT,ETG_CROSS_SELL,4541.5,False,True,False
A46215,1,Prime,70,Mandaluyong_Pasig,0.0,41 - 50,1,1,0,1,0.592,0.592,0.0,0.0,1024,1024,0,0,1094,1094,0,0,1,1,0,0,1,0,0,0,0,0,571,571,0,0,1094,1094,0,0,3,3,3,0,0,2,1,1.157,1.157,0.0,0.0,3622,3622,0,0,821,821,0,0,10,1021,1094,1,0,SLOT,ETG_CROSS_SELL,1024.0,False,True,False
A46218,1,Prime,5,QC,262.8,Above 60,1,1,1,0,2.044,0.0,0.0,2.044,190,0,0,190,3,0,0,3,2,2,2,0,0,0,1,0,0,1,91,0,0,91,2,0,0,2,1,5,5,4,1,0,0,2.843,1.654,0.0,1.189,5096,4888,0,208,256,437,0,4,6,190,0,1,2,SLOT,ETG_CROSS_SELL,190.0,False,False,False
A46226,1,Prime,10,QC,155.4,21 - 30,1,1,1,0,0.356,0.0,0.356,0.0,248,0,248,0,627,0,627,0,2,2,1,0,0,1,1,0,1,0,525,0,525,0,662,0,662,0,3,6,7,1,3,2,1,4.807,0.124,4.332,0.0,4344,444,3441,0,678,547,686,0,6,248,627,1,0,SLOT,ETG_CROSS_SELL,248.0,False,False,False
